DATE,DEUPROINDMISMEI
2017-09-01,106.091159070077
2017-10-01,104.39130072494
2017-11-01,108.590950754104
2017-12-01,108.19098408466
2018-01-01,107.29105907841
2018-02-01,105.291225731189
2018-03-01,106.591117406883
2018-04-01,106.091159070077
2018-05-01,107.791017415215
2018-06-01,107.491042413132
2018-07-01,105.491209065911
2018-08-01,105.591200733272
2018-09-01,105.691192400633
2018-10-01,105.491209065911
2018-11-01,103.791350720773
2018-12-01,104.891259061745
2019-01-01,103.791350720773
2019-02-01,103.691359053412
2019-03-01,104.491292392301
2019-04-01,101.791517373552
2019-05-01,102.691442379802
2019-06-01,101.491542371469
2019-07-01,101.291559036747
2019-08-01,101.491542371469
2019-09-01,100.691609032581
2019-10-01,99.491709024248
2019-11-01,100.191650695775
2019-12-01,98.5917840179985
2020-01-01,100.891592367303
2020-02-01,101.291559036747
2020-03-01,90.19248395967
2020-04-01,71.494042163153
2020-05-01,78.5934505457878
2020-06-01,87.3927172735605
2020-07-01,90.092492292309
2020-08-01,90.19248395967
2020-09-01,91.992333972169
